at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-02-21 12:25:51,Asyifa Nayla,5,"Bagus buat cari ide²,atau walpeper , PP Pokoknya bagusss bangettttt",Bagus buat cari ideatau walpeper  PP Pokoknya bagusss bangettttt,bagus buat cari ideatau walpeper  pp pokoknya bagusss bangettttt,bagus buat cari ideatau walpeper pp pokoknya bagus banget,"['bagus', 'buat', 'cari', 'ideatau', 'walpeper', 'pp', 'pokoknya', 'bagus', 'banget']","['bagus', 'cari', 'ideatau', 'walpeper', 'pp', 'pokoknya', 'bagus', 'banget']",bagus cari ideatau walpeper pp pokok bagus banget
2025-02-21 12:08:17,Kayla Putri Humayra,3,Bagus bgt woi ksnhdhbendbchbc,Bagus bgt woi ksnhdhbendbchbc,bagus bgt woi ksnhdhbendbchbc,bagus banget woi ksnhdhbendbchbc,"['bagus', 'banget', 'woi', 'ksnhdhbendbchbc']","['bagus', 'banget', 'woi', 'ksnhdhbendbchbc']",bagus banget woi ksnhdhbendbchbc
2025-02-21 11:55:31,Nita Arwanti,5,"Bagus ya, bisa ambil foto apapun♥️",Bagus ya bisa ambil foto apapun,bagus ya bisa ambil foto apapun,bagus ya bisa ambil foto apapun,"['bagus', 'ya', 'bisa', 'ambil', 'foto', 'apapun']","['bagus', 'ya', 'ambil', 'foto', 'apapun']",bagus ya ambil foto apa
2025-02-21 11:46:32,Elgifari Ilham,1,Susah bgt anj ngisih tanggal nya 🤬🤬🤬🤬🤬,Susah bgt anj ngisih tanggal nya ,susah bgt anj ngisih tanggal nya ,susah banget anjing ngisih tanggal ya,"['susah', 'banget', 'anjing', 'ngisih', 'tanggal', 'ya']","['susah', 'banget', 'anjing', 'ngisih', 'tanggal', 'ya']",susah banget anjing ngisih tanggal ya
2025-02-21 10:35:58,Kunyuk Gila,5,karena saya sukaaa,karena saya sukaaa,karena saya sukaaa,karena saya suka,"['karena', 'saya', 'suka']",['suka'],suka
2025-02-21 09:40:06,Nur Afika,5,bagus bagus banget ini itu bisa mempermudahkan kita untuk mendownload hal-hal yang kita inginkan dan downloadnya juga cepat ini worth it sih,bagus bagus banget ini itu bisa mempermudahkan kita untuk mendownload halhal yang kita inginkan dan downloadnya juga cepat ini worth it sih,bagus bagus banget ini itu bisa mempermudahkan kita untuk mendownload halhal yang kita inginkan dan downloadnya juga cepat ini worth it sih,bagus bagus banget ini itu bisa mempermudahkan kita untuk mendownload halhal yang kita inginkan dan downloadnya juga cepat ini worth itu sih,"['bagus', 'bagus', 'banget', 'ini', 'itu', 'bisa', 'mempermudahkan', 'kita', 'untuk', 'mendownload', 'halhal', 'yang', 'kita', 'inginkan', 'dan', 'downloadnya', 'juga', 'cepat', 'ini', 'worth', 'itu', 'sih']","['bagus', 'bagus', 'banget', 'mempermudahkan', 'mendownload', 'halhal', 'downloadnya', 'cepat', 'worth', 'sih']",bagus bagus banget mudah mendownload halhal downloadnya cepat worth sih
2025-02-21 07:30:25,Iwan sah,1,Masa pake tnggl lahir sendiri malah ga bisa,Masa pake tnggl lahir sendiri malah ga bisa,masa pake tnggl lahir sendiri malah ga bisa,masa pakai tanggal lahir sendiri malah tidak bisa,"['masa', 'pakai', 'tanggal', 'lahir', 'sendiri', 'malah', 'tidak', 'bisa']","['pakai', 'tanggal', 'lahir']",pakai tanggal lahir
2025-02-21 07:16:11,Akay Weh,5,Apk nya bagus banget. Bisa buat photo profil sosmed bahkan bisa liat tutor gambar keren 💝,Apk nya bagus banget Bisa buat photo profil sosmed bahkan bisa liat tutor gambar keren ,apk nya bagus banget bisa buat photo profil sosmed bahkan bisa liat tutor gambar keren ,apk ya bagus banget bisa buat photo profil sosmed bahkan bisa lihat tutor gambar keren,"['apk', 'ya', 'bagus', 'banget', 'bisa', 'buat', 'photo', 'profil', 'sosmed', 'bahkan', 'bisa', 'lihat', 'tutor', 'gambar', 'keren']","['apk', 'ya', 'bagus', 'banget', 'photo', 'profil', 'sosmed', 'lihat', 'tutor', 'gambar', 'keren']",apk ya bagus banget photo profil sosmed lihat tutor gambar keren
2025-02-21 07:01:47,Sophia Hs,5,Ini sangat berguna untuk saya,Ini sangat berguna untuk saya,ini sangat berguna untuk saya,ini sangat berguna untuk saya,"['ini', 'sangat', 'berguna', 'untuk', 'saya']",['berguna'],guna
2025-02-21 06:58:44,Salsa Nafisa,2,kok pas di suruh masukin tangal lahir ga bisa padahal udah sesuai dengan umurku tapi kata aplikasi malah ga sesuai umur,kok pas di suruh masukin tangal lahir ga bisa padahal udah sesuai dengan umurku tapi kata aplikasi malah ga sesuai umur,kok pas di suruh masukin tangal lahir ga bisa padahal udah sesuai dengan umurku tapi kata aplikasi malah ga sesuai umur,kok pas di suruh memasuki tangal lahir tidak bisa padahal sudah sesuai dengan umurku tapi kata aplikasi malah tidak sesuai umur,"['kok', 'pas', 'di', 'suruh', 'memasuki', 'tangal', 'lahir', 'tidak', 'bisa', 'padahal', 'sudah', 'sesuai', 'dengan', 'umurku', 'tapi', 'kata', 'aplikasi', 'malah', 'tidak', 'sesuai', 'umur']","['pas', 'suruh', 'memasuki', 'tangal', 'lahir', 'sesuai', 'umurku', 'aplikasi', 'sesuai', 'umur']",pas suruh pasuk tangal lahir sesuai umur aplikasi sesuai umur
2025-02-21 06:20:50,Adinda Paurellia,5,🌟🌟🌟🌟🌟,,,,[],[],
2025-02-21 05:45:12,Nabila Ayu,3,Karena lama di dowload dan nglag,Karena lama di dowload dan nglag,karena lama di dowload dan nglag,karena lama di dowload dan nglag,"['karena', 'lama', 'di', 'dowload', 'dan', 'nglag']","['dowload', 'nglag']",dowload nglag
2025-02-21 05:34:31,Yumna Aleandra,2,Saya nggak suka,Saya nggak suka,saya nggak suka,saya tidak suka,"['saya', 'tidak', 'suka']",['suka'],suka
2025-02-21 04:57:29,Ahmad Nurtoif,5,Saya sangat senang sekali,Saya sangat senang sekali,saya sangat senang sekali,saya sangat senang sekali,"['saya', 'sangat', 'senang', 'sekali']",['senang'],senang
2025-02-21 04:19:45,Afuk Ptk,5,"Bagus banget buat cari foto ato yg lain, jujur gatau mau bilang apa lgi wkwk",Bagus banget buat cari foto ato yg lain jujur gatau mau bilang apa lgi wkwk,bagus banget buat cari foto ato yg lain jujur gatau mau bilang apa lgi wkwk,bagus banget buat cari foto atau yang lain jujur mau bilang apa lagi wkwk,"['bagus', 'banget', 'buat', 'cari', 'foto', 'atau', 'yang', 'lain', 'jujur', 'mau', 'bilang', 'apa', 'lagi', 'wkwk']","['bagus', 'banget', 'cari', 'foto', 'jujur', 'bilang', 'wkwk']",bagus banget cari foto jujur bilang wkwk
2025-02-20 23:12:16,Shofi Ansori,4,Bisa monetisasi dong. masukan iklan di akun,Bisa monetisasi dong masukan iklan di akun,bisa monetisasi dong masukan iklan di akun,bisa monetisasi dong masukan iklan di akun,"['bisa', 'monetisasi', 'dong', 'masukan', 'iklan', 'di', 'akun']","['monetisasi', 'masukan', 'iklan', 'akun']",monetisasi masuk iklan akun
2025-02-20 16:36:14,Kurni Awan,5,Sangat membantu 👍👍👍,Sangat membantu ,sangat membantu ,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu
2025-02-20 16:18:32,Abu Said,4,Mantap kawan. Luar biasa,Mantap kawan Luar biasa,mantap kawan luar biasa,mantap kawan luar biasa,"['mantap', 'kawan', 'luar', 'biasa']","['mantap', 'kawan']",mantap kawan
2025-02-20 15:46:26,Umaya Sari14,5,"sebenarnya inii udaa bagus banget tapi ada fitur yang mungkin beberapa orang juga merasakan kalau fitur ini harus ada. 1.menambahkan fitur simpan vidio agar tidak usah buka chrome lagi 2. sediakan fitur terakhir dilihat agar orang yang kelupaan ia ingin menyimpan apa tapi bisa di liat di fitur "" terakhir dilihat "" dan menurut saya juga kurang kan ya bug¹ yang lain nya juga terimakasih 💗🙏🏻",sebenarnya inii udaa bagus banget tapi ada fitur yang mungkin beberapa orang juga merasakan kalau fitur ini harus ada menambahkan fitur simpan vidio agar tidak usah buka chrome lagi  sediakan fitur terakhir dilihat agar orang yang kelupaan ia ingin menyimpan apa tapi bisa di liat di fitur  terakhir dilihat  dan menurut saya juga kurang kan ya bug yang lain nya juga terimakasih ,sebenarnya inii udaa bagus banget tapi ada fitur yang mungkin beberapa orang juga merasakan kalau fitur ini harus ada menambahkan fitur simpan vidio agar tidak usah buka chrome lagi  sediakan fitur terakhir dilihat agar orang yang kelupaan ia ingin menyimpan apa tapi bisa di liat di fitur  terakhir dilihat  dan menurut saya juga kurang kan ya bug yang lain nya juga terimakasih ,sebenarnya ini udaa bagus banget tapi ada fitur yang mungkin beberapa orang juga merasakan kalau fitur ini harus ada menambahkan fitur simpan vidio agar tidak usah buka chrome lagi sediakan fitur terakhir dilihat agar orang yang kelupaan ia ingin menyimpan apa tapi bisa di lihat di fitur terakhir dilihat dan menurut saya juga kurang kan ya bug yang lain ya juga terimakasih,"['sebenarnya', 'ini', 'udaa', 'bagus', 'banget', 'tapi', 'ada', 'fitur', 'yang', 'mungkin', 'beberapa', 'orang', 'juga', 'merasakan', 'kalau', 'fitur', 'ini', 'harus', 'ada', 'menambahkan', 'fitur', 'simpan', 'vidio', 'agar', 'tidak', 'usah', 'buka', 'chrome', 'lagi', 'sediakan', 'fitur', 'terakhir', 'dilihat', 'agar', 'orang', 'yang', 'kelupaan', 'ia', 'ingin', 'menyimpan', 'apa', 'tapi', 'bisa', 'di', 'lihat', 'di', 'fitur', 'terakhir', 'dilihat', 'dan', 'menurut', 'saya', 'juga', 'kurang', 'kan', 'ya', 'bug', 'yang', 'lain', 'ya', 'juga', 'terimakasih']","['udaa', 'bagus', 'banget', 'fitur', 'orang', 'merasakan', 'fitur', 'fitur', 'simpan', 'vidio', 'buka', 'chrome', 'sediakan', 'fitur', 'orang', 'kelupaan', 'menyimpan', 'lihat', 'fitur', 'ya', 'bug', 'ya', 'terimakasih']",udaa bagus banget fitur orang rasa fitur fitur simpan vidio buka chrome sedia fitur orang lupa simpan lihat fitur ya bug ya terimakasih
2025-02-20 14:37:38,Aisah Putri,5,Ini juga bagus kok ada beberapa hal yang bisa di cari dan dibutuhkan 👍,Ini juga bagus kok ada beberapa hal yang bisa di cari dan dibutuhkan ,ini juga bagus kok ada beberapa hal yang bisa di cari dan dibutuhkan ,ini juga bagus kok ada beberapa hal yang bisa di cari dan dibutuhkan,"['ini', 'juga', 'bagus', 'kok', 'ada', 'beberapa', 'hal', 'yang', 'bisa', 'di', 'cari', 'dan', 'dibutuhkan']","['bagus', 'cari', 'dibutuhkan']",bagus cari butuh
2025-02-20 14:24:37,Nandakusmanto,5,Aplikasinya sudah bagus tetapi lebih baik kurangi iklan vidionya karena menggangu,Aplikasinya sudah bagus tetapi lebih baik kurangi iklan vidionya karena menggangu,aplikasinya sudah bagus tetapi lebih baik kurangi iklan vidionya karena menggangu,aplikasinya sudah bagus tetapi lebih baik kurangi iklan vidionya karena menggangu,"['aplikasinya', 'sudah', 'bagus', 'tetapi', 'lebih', 'baik', 'kurangi', 'iklan', 'vidionya', 'karena', 'menggangu']","['aplikasinya', 'bagus', 'kurangi', 'iklan', 'vidionya', 'menggangu']",aplikasi bagus kurang iklan vidionya menggangu
2025-02-20 13:49:23,Ev jaligwe Iyagaluk,5,Perlunya mendiasi apa saja bisa kita ikuti🙏,Perlunya mendiasi apa saja bisa kita ikuti,perlunya mendiasi apa saja bisa kita ikuti,perlunya mendiasi apa saja bisa kita ikuti,"['perlunya', 'mendiasi', 'apa', 'saja', 'bisa', 'kita', 'ikuti']","['mendiasi', 'ikuti']",asi ikut
2025-02-20 13:21:30,Aan Herdian,5,Arigatou,Arigatou,arigatou,arigatou,['arigatou'],['arigatou'],arigatou
2025-02-20 13:11:03,Muhammad Ridwan,3,"banyak banget iklannya sekarang, dan iklannya berulang cukup mengganggu",banyak banget iklannya sekarang dan iklannya berulang cukup mengganggu,banyak banget iklannya sekarang dan iklannya berulang cukup mengganggu,banyak banget iklannya sekarang dan iklannya berulang cukup mengganggu,"['banyak', 'banget', 'iklannya', 'sekarang', 'dan', 'iklannya', 'berulang', 'cukup', 'mengganggu']","['banget', 'iklannya', 'iklannya', 'berulang', 'mengganggu']",banget iklan iklan ulang ganggu
2025-02-20 12:54:28,Marjuki Marjuki,5,intinya bagus bangettt,intinya bagus bangettt,intinya bagus bangettt,intinya bagus banget,"['intinya', 'bagus', 'banget']","['intinya', 'bagus', 'banget']",inti bagus banget
2025-02-20 12:02:31,ahamdanny soleman,5,App bagus,App bagus,app bagus,app bagus,"['app', 'bagus']","['app', 'bagus']",app bagus
2025-02-20 11:32:18,Salsa Aqilla aziza,2,Bagus banget aplikasi ini,Bagus banget aplikasi ini,bagus banget aplikasi ini,bagus banget aplikasi ini,"['bagus', 'banget', 'aplikasi', 'ini']","['bagus', 'banget', 'aplikasi']",bagus banget aplikasi
2025-02-20 11:12:04,Iwan Ridwan,5,Okelah buat referensi,Okelah buat referensi,okelah buat referensi,okelah buat referensi,"['okelah', 'buat', 'referensi']","['okelah', 'referensi']",oke referensi
2025-02-20 10:56:57,Night _,5,Aplikasinya bagus dan membantu banget,Aplikasinya bagus dan membantu banget,aplikasinya bagus dan membantu banget,aplikasinya bagus dan membantu banget,"['aplikasinya', 'bagus', 'dan', 'membantu', 'banget']","['aplikasinya', 'bagus', 'membantu', 'banget']",aplikasi bagus bantu banget
2025-02-20 10:54:11,Bagus Kukuh,5,Bagus banget. Bisa nyimpen foto ama gambar,Bagus banget Bisa nyimpen foto ama gambar,bagus banget bisa nyimpen foto ama gambar,bagus banget bisa menyimpan foto sama gambar,"['bagus', 'banget', 'bisa', 'menyimpan', 'foto', 'sama', 'gambar']","['bagus', 'banget', 'menyimpan', 'foto', 'gambar']",bagus banget simpan foto gambar
2025-02-20 10:53:41,mario martinus,5,Ide yang ada menginspirasi pekerjaan,Ide yang ada menginspirasi pekerjaan,ide yang ada menginspirasi pekerjaan,ide yang ada menginspirasi pekerjaan,"['ide', 'yang', 'ada', 'menginspirasi', 'pekerjaan']","['ide', 'menginspirasi', 'pekerjaan']",ide inspirasi kerja
2025-02-20 10:48:14,Jonatan Sulanjana,1,"Aplikasinya aneh, masa aku udah pake semua akun dari login dipinterest, login di google, sampe ke Facebook tapi gak bisa bisa buat yang umurnya padahal udah pake akun yang banyak masa gak bisa bisa. Perbaiki dong😠😠",Aplikasinya aneh masa aku udah pake semua akun dari login dipinterest login di google sampe ke Facebook tapi gak bisa bisa buat yang umurnya padahal udah pake akun yang banyak masa gak bisa bisa Perbaiki dong,aplikasinya aneh masa aku udah pake semua akun dari login dipinterest login di google sampe ke facebook tapi gak bisa bisa buat yang umurnya padahal udah pake akun yang banyak masa gak bisa bisa perbaiki dong,aplikasinya aneh masa aku sudah pakai semua akun dari login dipinterest login di google sampai ke facebook tapi tidak bisa bisa buat yang umurnya padahal sudah pakai akun yang banyak masa tidak bisa bisa perbaiki dong,"['aplikasinya', 'aneh', 'masa', 'aku', 'sudah', 'pakai', 'semua', 'akun', 'dari', 'login', 'dipinterest', 'login', 'di', 'google', 'sampai', 'ke', 'facebook', 'tapi', 'tidak', 'bisa', 'bisa', 'buat', 'yang', 'umurnya', 'padahal', 'sudah', 'pakai', 'akun', 'yang', 'banyak', 'masa', 'tidak', 'bisa', 'bisa', 'perbaiki', 'dong']","['aplikasinya', 'aneh', 'pakai', 'akun', 'login', 'dipinterest', 'login', 'google', 'facebook', 'umurnya', 'pakai', 'akun', 'perbaiki']",aplikasi aneh pakai akun login dipinterest login google facebook umur pakai akun baik
2025-02-20 10:31:43,Erniyanti Yantu,4,Menyenangkan karena apa yang sy cari ada di.pinterest.,Menyenangkan karena apa yang sy cari ada dipinterest,menyenangkan karena apa yang sy cari ada dipinterest,menyenangkan karena apa yang saya cari ada dipinterest,"['menyenangkan', 'karena', 'apa', 'yang', 'saya', 'cari', 'ada', 'dipinterest']","['menyenangkan', 'cari', 'dipinterest']",senang cari dipinterest
2025-02-20 10:01:44,Belisya Anggara,1,"Maaf kalo berlebihan, tadi aku udah masukan akun, tetapi disuruh memasukkan tanggal lahir juga, aku udah kasih tanggal lahir yg benar tapi dianggap bukan tanda lahir ku, jadi tolong di perbaiki ya kesalahan itu🙏🏻",Maaf kalo berlebihan tadi aku udah masukan akun tetapi disuruh memasukkan tanggal lahir juga aku udah kasih tanggal lahir yg benar tapi dianggap bukan tanda lahir ku jadi tolong di perbaiki ya kesalahan itu,maaf kalo berlebihan tadi aku udah masukan akun tetapi disuruh memasukkan tanggal lahir juga aku udah kasih tanggal lahir yg benar tapi dianggap bukan tanda lahir ku jadi tolong di perbaiki ya kesalahan itu,maaf kalau berlebihan tadi aku sudah masukan akun tetapi disuruh memasukkan tanggal lahir juga aku sudah kasih tanggal lahir yang benar tapi dianggap bukan tanda lahir ku jadi tolong di perbaiki ya kesalahan itu,"['maaf', 'kalau', 'berlebihan', 'tadi', 'aku', 'sudah', 'masukan', 'akun', 'tetapi', 'disuruh', 'memasukkan', 'tanggal', 'lahir', 'juga', 'aku', 'sudah', 'kasih', 'tanggal', 'lahir', 'yang', 'benar', 'tapi', 'dianggap', 'bukan', 'tanda', 'lahir', 'ku', 'jadi', 'tolong', 'di', 'perbaiki', 'ya', 'kesalahan', 'itu']","['maaf', 'masukan', 'akun', 'disuruh', 'memasukkan', 'tanggal', 'lahir', 'kasih', 'tanggal', 'lahir', 'dianggap', 'tanda', 'lahir', 'ku', 'tolong', 'perbaiki', 'ya', 'kesalahan']",maaf masuk akun suruh masuk tanggal lahir kasih tanggal lahir anggap tanda lahir ku tolong baik ya salah
2025-02-20 09:53:38,Kinanti Naura,5,mantappppppp,mantappppppp,mantappppppp,mantappppppp,['mantappppppp'],['mantappppppp'],mantappppppp
2025-02-20 08:50:48,Ram A.F,4,bagus tpi kadang tidak sesuai tema,bagus tpi kadang tidak sesuai tema,bagus tpi kadang tidak sesuai tema,bagus tapi kadang tidak sesuai tema,"['bagus', 'tapi', 'kadang', 'tidak', 'sesuai', 'tema']","['bagus', 'kadang', 'sesuai', 'tema']",bagus kadang sesuai tema
2025-02-20 08:39:10,Anggi Elmania,5,wahh aplikasi nya bagus banget saya suka sekali,wahh aplikasi nya bagus banget saya suka sekali,wahh aplikasi nya bagus banget saya suka sekali,wah aplikasi ya bagus banget saya suka sekali,"['wah', 'aplikasi', 'ya', 'bagus', 'banget', 'saya', 'suka', 'sekali']","['aplikasi', 'ya', 'bagus', 'banget', 'suka']",aplikasi ya bagus banget suka
2025-02-20 08:24:23,EN사킬라,5,"apk nya bgus bgt suka jdi bisa ambil foto oppa Korea wkwk, yg bilang apk nya kurng bgus HP nya burik kli🤭🙏🏻",apk nya bgus bgt suka jdi bisa ambil foto oppa Korea wkwk yg bilang apk nya kurng bgus HP nya burik kli,apk nya bgus bgt suka jdi bisa ambil foto oppa korea wkwk yg bilang apk nya kurng bgus hp nya burik kli,apk ya bagus banget suka jadi bisa ambil foto oppa korea wkwk yang bilang apk ya kurang bagus hp ya burik kali,"['apk', 'ya', 'bagus', 'banget', 'suka', 'jadi', 'bisa', 'ambil', 'foto', 'oppa', 'korea', 'wkwk', 'yang', 'bilang', 'apk', 'ya', 'kurang', 'bagus', 'hp', 'ya', 'burik', 'kali']","['apk', 'ya', 'bagus', 'banget', 'suka', 'ambil', 'foto', 'oppa', 'korea', 'wkwk', 'bilang', 'apk', 'ya', 'bagus', 'hp', 'ya', 'burik', 'kali']",apk ya bagus banget suka ambil foto oppa korea wkwk bilang apk ya bagus hp ya burik kali
2025-02-20 08:01:57,Halis ahmad sipil73,5,sangat banyak ilmu yang didapatkan pada pinterst ini,sangat banyak ilmu yang didapatkan pada pinterst ini,sangat banyak ilmu yang didapatkan pada pinterst ini,sangat banyak ilmu yang didapatkan pada pinterst ini,"['sangat', 'banyak', 'ilmu', 'yang', 'didapatkan', 'pada', 'pinterst', 'ini']","['ilmu', 'didapatkan', 'pinterst']",ilmu dapat pinterst
2025-02-20 07:56:37,Rehan naufal Amirta,2,Aku gak bisa login pinterest karna gak bisa bikin akun pas di tanggal lahir katanya ups sepertinya anda belum memenuhi syarat saya coba pake akun Facebook tidak bisa juga terus google dan gak bisa apalagi email gak bisa tolong lah pihak pinterest,Aku gak bisa login pinterest karna gak bisa bikin akun pas di tanggal lahir katanya ups sepertinya anda belum memenuhi syarat saya coba pake akun Facebook tidak bisa juga terus google dan gak bisa apalagi email gak bisa tolong lah pihak pinterest,aku gak bisa login pinterest karna gak bisa bikin akun pas di tanggal lahir katanya ups sepertinya anda belum memenuhi syarat saya coba pake akun facebook tidak bisa juga terus google dan gak bisa apalagi email gak bisa tolong lah pihak pinterest,aku tidak bisa login pinterest karena tidak bisa bikin akun pas di tanggal lahir katanya ups sepertinya anda belum memenuhi syarat saya coba pakai akun facebook tidak bisa juga terus google dan tidak bisa apalagi email tidak bisa tolong lah pihak pinterest,"['aku', 'tidak', 'bisa', 'login', 'pinterest', 'karena', 'tidak', 'bisa', 'bikin', 'akun', 'pas', 'di', 'tanggal', 'lahir', 'katanya', 'ups', 'sepertinya', 'anda', 'belum', 'memenuhi', 'syarat', 'saya', 'coba', 'pakai', 'akun', 'facebook', 'tidak', 'bisa', 'juga', 'terus', 'google', 'dan', 'tidak', 'bisa', 'apalagi', 'email', 'tidak', 'bisa', 'tolong', 'lah', 'pihak', 'pinterest']","['login', 'pinterest', 'bikin', 'akun', 'pas', 'tanggal', 'lahir', 'ups', 'memenuhi', 'syarat', 'coba', 'pakai', 'akun', 'facebook', 'google', 'email', 'tolong', 'pinterest']",login pinterest bikin akun pas tanggal lahir ups penuh syarat coba pakai akun facebook google email tolong pinterest
2025-02-20 07:39:15,mardhazira yusuf7,5,"I like this application, it really helps to find photos that are not on Google.",I like this application it really helps to find photos that are not on Google,i like this application it really helps to find photos that are not on google,i like this application itu really helps tapi find photos that are not on google,"['i', 'like', 'this', 'application', 'itu', 'really', 'helps', 'tapi', 'find', 'photos', 'that', 'are', 'not', 'on', 'google']","['i', 'like', 'this', 'application', 'really', 'helps', 'find', 'photos', 'that', 'are', 'not', 'on', 'google']",i like this application really helps find photos that are not on google
2025-02-20 07:31:35,Chellsye Korean,5,Sangatttt bagus😎👍,Sangatttt bagus,sangatttt bagus,sangatttt bagus,"['sangatttt', 'bagus']","['sangatttt', 'bagus']",sangatttt bagus
2025-02-20 07:20:58,aulia rachmawaty,5,OMAGAAAA! GILAA SIH AKU BISA CARI FOTO YANG AKU MAU,OMAGAAAA GILAA SIH AKU BISA CARI FOTO YANG AKU MAU,omagaaaa gilaa sih aku bisa cari foto yang aku mau,omagaaaa gila sih aku bisa cari foto yang aku mau,"['omagaaaa', 'gila', 'sih', 'aku', 'bisa', 'cari', 'foto', 'yang', 'aku', 'mau']","['omagaaaa', 'gila', 'sih', 'cari', 'foto']",omagaaaa gila sih cari foto
2025-02-20 07:08:04,Alisa Lampung01,2,Pas mau login tanggal lahir nya susah banget 😡😡😡😡😡,Pas mau login tanggal lahir nya susah banget ,pas mau login tanggal lahir nya susah banget ,pas mau login tanggal lahir ya susah banget,"['pas', 'mau', 'login', 'tanggal', 'lahir', 'ya', 'susah', 'banget']","['pas', 'login', 'tanggal', 'lahir', 'ya', 'susah', 'banget']",pas login tanggal lahir ya susah banget
2025-02-20 05:21:38,diana dominggus,5,like it ❤️,like it ,like it ,like itu,"['like', 'itu']",['like'],like
2025-02-20 04:08:43,Farizazea Deasminto,5,Suka banget karna banyak foto menarik yg estetok ok itu aja komennya,Suka banget karna banyak foto menarik yg estetok ok itu aja komennya,suka banget karna banyak foto menarik yg estetok ok itu aja komennya,suka banget karena banyak foto menarik yang estetok ok itu saja komennya,"['suka', 'banget', 'karena', 'banyak', 'foto', 'menarik', 'yang', 'estetok', 'ok', 'itu', 'saja', 'komennya']","['suka', 'banget', 'foto', 'menarik', 'estetok', 'ok', 'komennya']",suka banget foto tarik estetok ok komennya
2025-02-20 02:41:16,Syamsurizal Mukhtar,5,Alhamdulillah mantaaap,Alhamdulillah mantaaap,alhamdulillah mantaaap,alhamdulillah mantap,"['alhamdulillah', 'mantap']","['alhamdulillah', 'mantap']",alhamdulillah mantap
2025-02-19 23:35:32,Kirito,1,Untuk rating 12 sangat tidak sesuai dengan isi pin yang memiliki banyak gambar 18+,Untuk rating  sangat tidak sesuai dengan isi pin yang memiliki banyak gambar ,untuk rating  sangat tidak sesuai dengan isi pin yang memiliki banyak gambar ,untuk rating sangat tidak sesuai dengan isi pin yang memiliki banyak gambar,"['untuk', 'rating', 'sangat', 'tidak', 'sesuai', 'dengan', 'isi', 'pin', 'yang', 'memiliki', 'banyak', 'gambar']","['rating', 'sesuai', 'isi', 'pin', 'memiliki', 'gambar']",rating sesuai isi pin milik gambar
2025-02-19 21:26:03,Wawan Wantu,4,Ini bagus tapi ngak tau cara ngeprint di sini,Ini bagus tapi ngak tau cara ngeprint di sini,ini bagus tapi ngak tau cara ngeprint di sini,ini bagus tapi tidak tau cara ngeprint di sini,"['ini', 'bagus', 'tapi', 'tidak', 'tau', 'cara', 'ngeprint', 'di', 'sini']","['bagus', 'tau', 'ngeprint']",bagus tau ngeprint
2025-02-19 17:03:52,Kingfbyana,2,Yg pastih aja,Yg pastih aja,yg pastih aja,yang pastih saja,"['yang', 'pastih', 'saja']",['pastih'],pastih
2025-02-19 15:45:32,Fatin Elisa,5,"Bagus sih!, bisa Nemu countryhumans!!!",Bagus sih bisa Nemu countryhumans,bagus sih bisa nemu countryhumans,bagus sih bisa nemu countryhumans,"['bagus', 'sih', 'bisa', 'nemu', 'countryhumans']","['bagus', 'sih', 'nemu', 'countryhumans']",bagus sih nemu countryhumans
2025-02-19 14:17:19,Alyah Ifti,4,"Update nya kurang bagus, kalau bisa balikin model nya ke model yg lama yaa",Update nya kurang bagus kalau bisa balikin model nya ke model yg lama yaa,update nya kurang bagus kalau bisa balikin model nya ke model yg lama yaa,update ya kurang bagus kalau bisa balikin model ya ke model yang lama ya,"['update', 'ya', 'kurang', 'bagus', 'kalau', 'bisa', 'balikin', 'model', 'ya', 'ke', 'model', 'yang', 'lama', 'ya']","['update', 'ya', 'bagus', 'balikin', 'model', 'ya', 'model', 'ya']",update ya bagus balikin model ya model ya
2025-02-19 13:33:25,Carlinos Soares,4,baguss kokkk,baguss kokkk,baguss kokkk,bagus kok,"['bagus', 'kok']",['bagus'],bagus
2025-02-19 13:29:15,El Mira,4,Agak nge lag kadang bisa di buka kadang ngakk aplikasi sih bagus tapi banyak nge bugg,Agak nge lag kadang bisa di buka kadang ngakk aplikasi sih bagus tapi banyak nge bugg,agak nge lag kadang bisa di buka kadang ngakk aplikasi sih bagus tapi banyak nge bugg,agak nge lag kadang bisa di buka kadang ngakk aplikasi sih bagus tapi banyak nge bugg,"['agak', 'nge', 'lag', 'kadang', 'bisa', 'di', 'buka', 'kadang', 'ngakk', 'aplikasi', 'sih', 'bagus', 'tapi', 'banyak', 'nge', 'bugg']","['nge', 'lag', 'kadang', 'buka', 'kadang', 'ngakk', 'aplikasi', 'sih', 'bagus', 'nge', 'bugg']",nge lag kadang buka kadang ngakk aplikasi sih bagus nge bugg
